First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Tereza,Bleda,,69.0,125.0,71.0,Orthodox,7,1,0,
Arlene,Blencowe,Angerfist,65.0,145.0,,Unrecorded,9,6,0,
Byron,Bloodworth,,68.0,135.0,,Orthodox,6,3,0,
Dashawn,Boatwright,"Buck, the 400-pound Silverback",72.0,205.0,,Orthodox,3,1,0,
Dan,Bobish,,74.0,345.0,,Southpaw,17,9,0,
Mark,Bocek,,68.0,155.0,75.0,Orthodox,12,5,0,
Kyle,Bochniak,Killer B,67.0,145.0,70.0,Orthodox,8,5,0,
James,Bochnovic,,76.0,205.0,81.0,Orthodox,8,3,0,
Jeremy,Boczulak,,,,,Unrecorded,0,2,0,
Tim,Boetsch,The Barbarian,72.0,185.0,74.0,Orthodox,21,13,0,
Galore,Bofando,,71.0,170.0,72.0,Switch,5,3,0,
Jay,Bogan,,,145.0,,Unrecorded,6,6,0,
Roman,Bogatov,,68.0,155.0,73.0,Orthodox,10,1,0,
Derek,Bohi,Marshmallow,76.0,260.0,,Unrecorded,8,5,0,
Jerry,Bohlander,,71.0,199.0,,Orthodox,11,4,0,
Mandy,Bohm,Monster,67.0,125.0,71.0,Orthodox,8,2,0,
Kotetsu,Boku,,69.0,154.0,,Orthodox,25,11,2,
Gaston,Bolanos,The Dreamkiller,67.0,135.0,69.0,Orthodox,8,4,0,
Kyle,Bolt,,74.0,185.0,,Unrecorded,8,4,0,
Denys,Bondar,Psycho,66.0,125.0,69.0,Orthodox,14,5,0,
Luc,Bondole,,74.0,205.0,,Unrecorded,5,2,2,
Tony,Bonello,The Gun,74.0,185.0,,Unrecorded,16,3,1,
Gabriel,Bonfim,Marretinha,73.0,170.0,72.0,Orthodox,17,1,0,
Ismael,Bonfim,Marreta,68.0,155.0,71.0,Orthodox,20,5,0,
Jesse,Bongfeldt,Water,72.0,185.0,,Orthodox,16,5,1,
Marcos,Bonilla,Murder Marx,70.0,145.0,,Unrecorded,4,4,0,
Stephan,Bonnar,The American Psycho,76.0,205.0,79.0,Orthodox,15,9,0,
Rogerio,Bontorin,,65.0,125.0,67.0,Orthodox,16,4,0,
Ray,Borg,The Tazmexican Devil,64.0,135.0,63.0,Orthodox,13,5,0,
Igor,Borisov,,72.0,235.0,,Orthodox,1,1,0,
Kevin,Borjas,El Gallo Negro,65.0,125.0,68.0,Orthodox,9,3,0,
Calen,Born,,68.0,170.0,72.0,Switch,7,1,0,
Caio,Borralho,The Natural,73.0,185.0,75.0,Southpaw,17,1,0,
Zachary,Borrego,The Dragon,74.0,185.0,78.0,Switch,3,1,0,
Viacheslav,Borshchev,Slava Claus,71.0,155.0,69.0,Orthodox,8,5,1,
Tanner,Boser,The Bulldozer,74.0,205.0,75.0,Orthodox,21,10,1,
Steve,Bosse,The Boss,71.0,205.0,72.0,Orthodox,12,2,0,
Marcus,Bossett,The Grasshopper,73.0,215.0,,Orthodox,1,3,0,
Chris,Bostick,,,,,Unrecorded,6,3,0,
Poliana,Botelho,,68.0,125.0,67.0,Orthodox,8,5,0,
Francois,Botha,White Buffalo,74.0,260.0,,Orthodox,0,1,0,
Gregory,Bouchelaghem,,74.0,183.0,,Switch,5,4,0,
Roy,Boughton,Black Dynamite,72.0,205.0,,Unrecorded,14,8,0,
Rich,Bouphanouvong,,67.0,170.0,,Unrecorded,1,4,0,
Mike,Bourke,The Rhino,72.0,275.0,,Orthodox,10,16,1,
Jess,Bouscal,,,155.0,,Unrecorded,3,2,0,
Tai,Bowden,,71.0,230.0,,Unrecorded,1,1,0,
Melton,Bowen,The Punisher,72.0,225.0,,Orthodox,0,1,0,
Kyron,Bowen,Bullseye,75.0,185.0,73.0,Orthodox,9,5,0,
Brian,Bowles,,67.0,135.0,70.0,Orthodox,10,3,0,
Roger,Bowling,Relentless,69.0,155.0,68.0,Orthodox,12,6,0,
Blake,Bowman,,74.0,170.0,,Unrecorded,2,6,0,
Ashe,Bowman,The Archer,69.0,155.0,,Unrecorded,9,11,0,
Anvar,Boynazarov,The Uzbek,69.0,145.0,,Orthodox,3,1,0,
Colley,Bradford,,67.0,145.0,,Unrecorded,0,1,0,
Kyle,Bradley,,69.0,155.0,71.0,Orthodox,19,12,0,
Paul,Bradley,The Gentleman,69.0,170.0,,Orthodox,23,8,0,
Sean,Brady,,70.0,170.0,72.0,Orthodox,18,1,0,
Ebenezer Fontes,Braga,Pitbull,72.0,199.0,,Orthodox,13,7,2,
Ramiz,Brahimaj,,70.0,170.0,72.0,Orthodox,11,5,0,
Adam,Bramhald,Samurai,70.0,135.0,70.0,Orthodox,13,3,0,
Joe,Brammer,The South Side Strangler,68.0,155.0,,Orthodox,7,3,1,
David,Branch,,73.0,185.0,78.0,Orthodox,22,6,0,
Billy,Brand,,66.0,135.0,65.0,Orthodox,5,2,0,
Diego,Brandao,DB,67.0,145.0,64.0,Orthodox,22,11,0,
Bruna,Brasil,,66.0,125.0,65.0,Orthodox,10,5,1,
Michael,Bravo,,,155.0,,Unrecorded,7,4,0,
Martin,Bravo,El Toro,68.0,145.0,71.0,Southpaw,11,3,0,
Roman,Bravo-Young,,,205.0,,Unrecorded,0,1,0,
Mike,Breeden,Money,70.0,155.0,70.0,Orthodox,11,6,0,
Tom,Breese,,75.0,185.0,73.0,Southpaw,12,3,0,
Elves,Brener,,70.0,155.0,72.0,Orthodox,16,5,0,
Chris,Brennan,The Westside Strangler,68.0,170.0,,Orthodox,21,13,1,
Charlie,Brenneman,The Spaniard,70.0,155.0,70.0,Orthodox,19,8,0,
Robert,Breslin,The Bullet,71.0,155.0,,Unrecorded,3,9,0,
Mack,Brewer,,,205.0,,Unrecorded,0,1,0,
Marcos,Brigagao,Ironside,75.0,205.0,76.0,Southpaw,11,1,0,
Jason,Brilz,Hitman,71.0,205.0,71.0,Orthodox,22,6,1,
Marcus,Brimage,The Bama Beast,64.0,135.0,71.0,Southpaw,7,7,0,
Aaron,Brink,,75.0,205.0,,Orthodox,26,26,0,
Henry,Briones,Bure,68.0,135.0,69.0,Orthodox,16,8,1,
Marcelo,Brito,Jungle Boy,73.0,170.0,,Orthodox,13,8,0,
Joanderson,Brito,Tubarao,68.0,145.0,72.0,Orthodox,17,4,1,
Kaik,Brito,,71.0,170.0,72.0,Orthodox,16,5,0,
Icaro,Brito,,,145.0,,Unrecorded,7,1,0,
Antwain,Britt,The Juggernaut,73.0,205.0,77.0,Unrecorded,11,6,0,
Drew,Brokenshire,,,,,Unrecorded,16,6,0,
Mike,Bronzoulis,The Greek,72.0,155.0,,Unrecorded,18,9,1,
Jonathan,Brookins,,72.0,145.0,74.0,Southpaw,16,10,0,
Will,Brooks,Ill,70.0,155.0,72.0,Orthodox,18,4,0,
Jarred,Brooks,The Monkey God,63.0,125.0,62.0,Switch,13,2,0,
Rob,Broughton,The Bear,74.0,265.0,74.0,Orthodox,16,7,1,
Lee,Brousseau,Manimal,73.0,205.0,,Unrecorded,5,3,0,
Matt,Brown,The Immortal,72.0,170.0,75.0,Orthodox,26,19,0,
Mike,Brown,,66.0,145.0,70.0,Orthodox,26,9,0,
Dominic,Brown,,71.0,190.0,,Unrecorded,16,23,0,
Todd,Brown,Bulldog,71.0,205.0,,Orthodox,16,4,0,
Terrell,Brown,,,185.0,,Unrecorded,3,1,0,
Chris,Brown,,,170.0,,Unrecorded,10,1,0,
Frederick,Brown,,72.0,235.0,,Unrecorded,3,2,0,
Randy,Brown,Rudeboy,75.0,170.0,78.0,Orthodox,19,6,0,
Damien,Brown,Beatdown,70.0,155.0,68.0,Orthodox,17,12,0,
TJ,Brown,Downtown,69.0,145.0,72.0,Switch,17,11,0,
Humberto,Brown Morrison,,70.0,145.0,,Unrecorded,4,6,0,
Travis,Browne,Hapa,78.0,255.0,79.0,Orthodox,18,7,1,
Junie,Browning,,69.0,155.0,,Orthodox,5,6,0,
Jules,Bruchez,,72.0,205.0,,Southpaw,1,2,0,
Justin,Bruckmann,Loaf,69.0,170.0,,Orthodox,7,3,0,
Cody,Brundage,,72.0,185.0,72.0,Orthodox,11,6,0,
Steve,Bruno,Hollywood,70.0,170.0,,Orthodox,15,6,0,
Fernando,Bruno,Acougueiro,66.0,145.0,,Unrecorded,15,4,0,
Derek,Brunson,The One,73.0,185.0,77.0,Southpaw,23,9,0,
Josh,Bryant,The Beast,70.0,185.0,,Orthodox,15,4,0,
Dennis,Bryant,The Beard,72.0,205.0,,Orthodox,5,2,0,
Robert,Bryczek,,72.0,185.0,75.0,Orthodox,17,6,0,
Lukasz,Brzeski,The Bull,76.0,236.0,78.0,Orthodox,9,6,1,
Justin,Buchholz,,72.0,155.0,73.0,Orthodox,15,10,0,
Zak,Bucia,,70.0,170.0,,Unrecorded,17,8,0,
Courtney,Buck,,70.0,135.0,,Orthodox,12,11,0,
Joaquin,Buckley,New Mansa,70.0,170.0,76.0,Southpaw,21,6,0,
Martin,Buday,Badys,76.0,265.0,77.0,Orthodox,14,2,0,
Julia,Budd,,67.0,145.0,67.0,Unrecorded,10,2,0,
Dylan,Budka,The Mindless Hulk,72.0,185.0,75.0,Switch,7,5,0,
Mike,Budnik,,69.0,145.0,68.0,Orthodox,13,4,0,
Francisco,Bueno,,69.0,225.0,,Orthodox,5,2,0,
Mayra,Bueno Silva,Sheetara,66.0,125.0,66.0,Orthodox,10,5,1,
Paul,Buentello,The Headhunter,74.0,245.0,77.0,Orthodox,35,17,0,
Modestas,Bukauskas,The Baltic Gladiator,75.0,205.0,78.0,Switch,17,6,0,
Lee Kwan,Bum,,74.0,286.0,,Orthodox,0,1,0,
Josh,Bumgarner,,73.0,170.0,,Unrecorded,6,4,0,
Shawn,Bunch,Bunch the Great,65.0,135.0,,Unrecorded,7,3,0,
Felipe,Bunes,Felipinho,67.0,125.0,69.0,Orthodox,14,7,0,
Shane,Burgos,Hurricane,71.0,145.0,75.0,Orthodox,15,3,0,
Joshua,Burkman,The People's Warrior,70.0,170.0,72.0,Orthodox,28,16,0,
Justin,Burlinson,,73.0,170.0,74.0,Switch,6,1,0,
Mads,Burnell,,68.0,145.0,69.0,Orthodox,9,3,0,
Mikey,Burnett,The Eastside Assassin,66.0,170.0,,Orthodox,5,2,0,
Kevin,Burns,The Fire,70.0,170.0,74.0,Orthodox,12,7,0,
Gilbert,Burns,Durinho,70.0,170.0,71.0,Orthodox,22,8,0,
Josh,Burns,The Hammer,73.0,244.0,,Unrecorded,8,10,0,
Herbert,Burns,The Blaze,69.0,145.0,73.0,Orthodox,11,6,0,
Derrick,Burnsed,,,155.0,,Unrecorded,1,0,3,
Nah-Shon,Burrell,The Rock n Rolla,71.0,170.0,,Orthodox,15,7,0,
Martin,Buschkamp,,69.0,145.0,,Orthodox,9,0,0,
George,Bush,,73.0,205.0,,Unrecorded,5,2,0,
Bubba,Bush,The Fightin' Texas Aggie,72.0,185.0,,Orthodox,8,3,0,
Dakota,Bush,,70.0,155.0,73.0,Orthodox,8,4,0,
Murilo,Bustamante,,74.0,183.0,,Orthodox,15,8,1,
Nick,Bustamante,,69.0,170.0,,Unrecorded,5,3,0,
Eduardo,Bustillos,,68.0,135.0,,Unrecorded,5,3,0,
Jason,Butcher,,75.0,185.0,,Unrecorded,10,2,0,
Todd,Butler,,73.0,200.0,,Southpaw,1,4,0,
Goldman,Butler,,,,,Unrecorded,1,4,0,
Ian,Butler,,68.0,155.0,,Unrecorded,3,3,0,
Raphael,Butler,The Silencer,75.0,261.0,,Unrecorded,9,2,1,
Jesse,Butler,,70.0,135.0,73.0,Orthodox,12,6,0,
JP,Buys,Young Savage,65.0,135.0,67.0,Orthodox,9,6,0,
Dennis,Buzukja,The Great,69.0,145.0,70.0,Switch,12,5,0,
Charles,Byrd,Kid Dynamite,70.0,185.0,73.0,Orthodox,10,7,0,
Steve,Byrnes,The Sergeant,72.0,170.0,,Orthodox,6,1,0,
Michael,Byrnes,,71.0,155.0,,Unrecorded,5,3,0,
Yan,Cabral,,71.0,155.0,73.0,Orthodox,13,3,0,
Alvin,Cacdac,,66.0,125.0,,Orthodox,18,13,0,
Alex,Caceres,Bruce Leeroy,70.0,145.0,73.0,Southpaw,21,15,0,
Vince,Cachero,The Anomaly,66.0,145.0,68.0,Orthodox,7,4,0,
Priscila,Cachoeira,Zombie Girl,67.0,135.0,65.0,Orthodox,13,6,0,
Travis,Calanoc,The Dark Knight,68.0,145.0,,Orthodox,5,1,0,
Ricky,Calatayud,,69.0,125.0,,Unrecorded,16,2,0,
Carlos,Calderon,Chief,71.0,145.0,71.0,Southpaw,6,3,0,
Darrion,Caldwell,The Wolf,70.0,135.0,,Unrecorded,10,1,0,
Nicolle,Caliari,,63.0,125.0,62.0,Orthodox,8,3,0,
Taylor,Callens,,70.0,155.0,,Unrecorded,6,0,0,
Cynthia,Calvillo,,64.0,115.0,64.0,Orthodox,9,6,1,
Joe,Camacho,,69.0,155.0,,Orthodox,13,19,3,
Frank,Camacho,The Crank,70.0,155.0,73.0,Orthodox,22,10,0,
Lucas,Camacho,,76.0,265.0,80.0,Orthodox,6,1,0,
Matheus,Camilo,Jaguar,,155.0,,Unrecorded,9,2,0,
Fabricio,Camoes,Morango,70.0,155.0,71.0,Orthodox,14,9,1,
Chris,Camozzi,,74.0,185.0,75.0,Orthodox,24,13,0,
Brian,Camozzi,Mantis,74.0,170.0,78.0,Orthodox,7,5,0,
Ricky,Camp,2 Slick,67.0,135.0,,Unrecorded,11,4,0,
Mike,Campbell,The Beast,69.0,155.0,,Southpaw,13,4,0,
Thomas,Campbell,,,,,Unrecorded,3,3,0,
Shane,Campbell,Shaolin,72.0,155.0,71.0,Orthodox,14,6,0,
Charlie,Campbell,The Cannibal,72.0,155.0,72.0,Orthodox,9,2,0,
John,Campetella,,69.0,235.0,,Orthodox,0,1,0,
Wagner,Campos,Galeto,66.0,145.0,,Southpaw,12,10,0,
Derek,Campos,The Stallion,69.0,155.0,,Unrecorded,19,6,0,
Will,Campuzano,,69.0,125.0,70.0,Orthodox,14,6,0,
Aleksa,Camur,,73.0,205.0,74.0,Orthodox,6,3,0,
Chico,Camus,The King,66.0,125.0,66.0,Orthodox,17,7,0,
Asbel,Cancio,,70.0,225.0,,Unrecorded,0,1,0,
Carlos,Candelario,The Cannon,68.0,125.0,68.0,Southpaw,8,3,0,
Ronaldo,Candido,Pacman,66.0,125.0,,Southpaw,6,0,0,
Luiz,Cane,Banha,74.0,185.0,77.0,Southpaw,17,7,0,
Guido,Cannetti,Ninja,66.0,135.0,68.0,Southpaw,10,8,0,
Jared,Cannonier,The Killa Gorilla,71.0,185.0,77.0,Switch,18,8,0,
Jose,Canseco,,76.0,240.0,,Orthodox,0,1,0,
Cody,Canterbury,,68.0,155.0,,Unrecorded,1,10,0,
Bo,Cantrell,Redrum,74.0,235.0,,Orthodox,10,10,0,
Steve,Cantwell,The Robot,74.0,185.0,75.0,Orthodox,7,6,0,
Paul,Capaldo,,67.0,135.0,,Unrecorded,6,0,0,
Phil,Caracappa,The Hitman,68.0,135.0,70.0,Orthodox,6,1,0,
Frank,Caracci,,,,,Unrecorded,2,3,0,
Gina,Carano,Conviction,68.0,145.0,,Orthodox,7,1,0,
Dos,Caras Jr.,,76.0,225.0,,Orthodox,9,5,0,
Bryan,Caraway,Kid Lightning,68.0,135.0,68.0,Orthodox,21,9,0,
Remo,Cardarelli,,,135.0,,Unrecorded,7,5,0,
Phil,Cardella,,71.0,155.0,,Unrecorded,8,5,0,
Edgar,Cardenas,Kitty Katt,,145.0,,Unrecorded,4,1,0,
Chris,Cariaso,Kamikaze,63.0,125.0,64.0,Southpaw,17,8,0,
Ronald,Carillo,,,125.0,,Unrecorded,4,2,0,
Rafael,Carino,,80.0,245.0,,Orthodox,2,1,1,
Don,Carlo-Clauss,,,170.0,,Unrecorded,10,7,0,
Antonio,Carlos Junior,Cara de Sapato,74.0,185.0,79.0,Orthodox,11,5,0,
Spike,Carlyle,Alpha Ginger,68.0,145.0,71.0,Switch,9,3,0,
Francis,Carmont,Limitless,75.0,205.0,78.0,Orthodox,25,12,0,
Liz,Carmouche,Girlrilla,66.0,125.0,66.0,Orthodox,13,7,0,
Roan,Carneiro,Jucao,71.0,170.0,76.0,Orthodox,21,11,0,
Ariane,Carnelossi,Sorriso,62.0,115.0,61.0,Orthodox,15,3,0,
Luana,Carolina,Dread,66.0,125.0,69.0,Orthodox,11,4,0,
Tim,Caron,The Bear,73.0,185.0,,Orthodox,7,1,0,
Clayton,Carpenter,,66.0,125.0,66.0,Orthodox,8,1,0,
Gabriel,Carrasco,,66.0,135.0,,Unrecorded,7,0,0,
Cody,Carrillo,,70.0,155.0,,Unrecorded,11,16,0,
Cain,Carrizosa,The Insane,68.0,155.0,,Orthodox,10,3,0,
Roger,Carroll,The Leprechaun,70.0,170.0,,Unrecorded,16,14,0,
Jonny,Carson,,70.0,155.0,,Unrecorded,11,7,0,
Scott,Carson,,74.0,215.0,,Unrecorded,4,2,0,
Shonie,Carter,Mr. International,70.0,170.0,,Southpaw,51,31,7,
Jack,Cartwright,,69.0,135.0,68.0,Orthodox,10,1,0,
Bruno,Carvalho,,68.0,154.0,,Unrecorded,10,5,0,
Antonio,Carvalho,Pato,69.0,145.0,70.0,Orthodox,15,6,0,
Rafael,Carvalho,,75.0,185.0,,Unrecorded,14,1,0,
Shane,Carwin,The Engineer,74.0,265.0,80.0,Orthodox,12,2,0,
Johnny,Case,Hollywood,70.0,155.0,72.0,Orthodox,22,6,0,
Kevin,Casey,King,71.0,185.0,77.0,Southpaw,9,5,2,
Cortney,Casey,Cast Iron,67.0,125.0,67.0,Orthodox,10,10,0,
Brandon,Cash,Money,77.0,255.0,,Orthodox,10,4,0,
Bendy,Casimir,,65.0,145.0,,Southpaw,20,14,2,
Dwayne,Cason,,70.0,212.0,,Orthodox,1,1,0,
Joe,Cason,,75.0,205.0,,Unrecorded,9,1,0,
John,Castaneda,Sexi Mexi,66.0,135.0,71.0,Switch,21,7,0,
Eric,Castile,,68.0,145.0,,Unrecorded,3,2,0,
Gil,Castillo,,69.0,170.0,,Southpaw,8,5,0,
Danny,Castillo,Last Call,69.0,155.0,71.0,Orthodox,17,10,0,
Raul,Castillo,,71.0,185.0,,Orthodox,7,1,0,
Jenna,Castillo,,62.0,125.0,,Unrecorded,1,0,0,
Tim,Catalfo,Obake,71.0,235.0,,Orthodox,4,2,0,
Nick,Catone,The Jersey Devil,72.0,185.0,72.0,Southpaw,10,4,0,
Luke,Caudillo,Lil' Hulk,67.0,155.0,,Orthodox,17,17,0,
Gesias,Cavalcante,JZ,68.0,155.0,71.0,Orthodox,21,10,1,
Rafael,Cavalcante,Feijao,73.0,205.0,74.0,Orthodox,12,7,0,
Jacqueline,Cavalcanti,,68.0,135.0,70.0,Orthodox,9,1,0,
Igor,Cavalcanti,Jacare,71.0,170.0,79.0,Orthodox,9,1,0,
Magnus,Cedenblad,Jycken,77.0,185.0,79.0,Orthodox,14,5,0,
Yosdenis,Cedeno,Pink Panther,68.0,155.0,69.0,Orthodox,10,6,1,
Henry,Cejudo,Triple C,64.0,135.0,64.0,Orthodox,16,5,0,
Adam,Cella,El Naturel,74.0,170.0,,Unrecorded,6,8,0,
Vinicius,Cenci,Chambinho,73.0,155.0,74.0,Orthodox,7,2,0,
Katlyn,Cerminara,Blonde Fighter,69.0,125.0,68.0,Orthodox,18,6,0,
Rafael,Cerqueira,The Lion,75.0,205.0,76.0,Southpaw,11,2,0,
Donald,Cerrone,Cowboy,73.0,155.0,73.0,Orthodox,36,17,0,
Jared,Chaffee,,70.0,155.0,,Unrecorded,5,2,0,
Luan,Chagas,Tarzan,72.0,170.0,75.0,Orthodox,15,3,1,
Edgar,Chairez,Puro Chicali,67.0,125.0,71.0,Orthodox,11,6,0,
Ansar,Chalangov,,69.0,170.0,,Orthodox,14,5,0,
Alex,Chambers,Astro Girl,63.0,115.0,63.0,Southpaw,5,5,0,
Michael,Chandler,Iron,68.0,155.0,71.0,Orthodox,23,9,0,
Chelsea,Chandler,,68.0,135.0,68.0,Southpaw,6,3,0,
Donnie,Chappell,,71.0,178.0,,Southpaw,0,1,0,
Joe,Charles,The Ghetto Man,73.0,260.0,,Southpaw,6,13,0,
Dan,Charles,The Man,74.0,228.0,,Unrecorded,10,6,1,
Morgan,Charriere,The Last Pirate,68.0,145.0,69.0,Orthodox,20,11,1,
Ernest,Chavez,EJ,68.0,145.0,70.0,Orthodox,10,2,0,
Emilio,Chavez,,69.0,145.0,,Unrecorded,12,9,0,
Danny,Chavez,The Colombian Warrior,68.0,145.0,67.0,Orthodox,11,5,1,
Gabriel,Checco,Zangief,73.0,185.0,,Switch,10,2,0,
Albert,Cheng,,71.0,170.0,,Orthodox,7,4,0,
Fabio,Cherant,Water Buffalo,73.0,205.0,74.0,Southpaw,7,4,0,
Ion,Cherdivara,,,205.0,,Unrecorded,1,1,0,
Mark,Cherico,The Pride of Bloomfield,67.0,145.0,69.0,Orthodox,11,1,0,
Macy,Chiasson,,71.0,135.0,72.0,Orthodox,11,3,0,
Michael,Chiesa,Maverick,73.0,170.0,75.0,Southpaw,20,7,0,
Giga,Chikadze,Ninja,72.0,145.0,74.0,Orthodox,15,4,0,
Khamzat,Chimaev,Borz,74.0,185.0,75.0,Orthodox,14,0,0,
Sako,Chivitchian,,71.0,155.0,,Orthodox,8,1,0,
Mu Bae,Choi,,74.0,230.0,,Orthodox,12,6,0,
Hong Man,Choi,Techno Goliath,86.0,330.0,,Orthodox,4,5,0,
Dooho,Choi,The Korean Superboy,70.0,145.0,70.0,Orthodox,16,4,1,
SeungWoo,Choi,Sting,72.0,145.0,74.0,Orthodox,11,8,0,
SeungGuk,Choi,,66.0,125.0,64.0,Orthodox,7,3,0,
DongHun,Choi,,65.0,125.0,66.0,Switch,9,0,0,
John,Cholish,,71.0,155.0,74.0,Orthodox,8,3,0,
Ryo,Chonan,Piranah,69.0,170.0,70.0,Orthodox,22,13,0,
Will,Chope,The Kill,76.0,145.0,,Switch,34,13,0,
Joachim,Christensen,,75.0,205.0,76.0,Orthodox,14,6,0,
Kevin,Christian,,79.0,205.0,80.0,Orthodox,9,2,0,
Dan,Christison,The Sandman,80.0,265.0,,Orthodox,20,7,0,
Anthony,Christodoulou,,69.0,155.0,,Orthodox,12,7,0,
Murad,Chunkaiev,,71.0,185.0,,Orthodox,8,4,0,
Cameron,Church,,71.0,155.0,72.0,Orthodox,4,1,0,
Steven,Ciaccio,Stryker,72.0,170.0,,Unrecorded,4,4,0,
Mike,Ciesnolevicz,,72.0,235.0,,Orthodox,19,4,0,
Hannah,Cifers,Shockwave,61.0,115.0,62.0,Orthodox,10,7,0,
Branko,Cikatic,,73.0,215.0,,Orthodox,0,2,0,
Nikolajus,Cilkinas,,,,,Orthodox,2,6,0,
Misha,Cirkunov,,75.0,205.0,77.0,Orthodox,15,9,0,
Johnny,Cisneros,The Tattooed Terror,71.0,170.0,,Unrecorded,9,6,0,
Laverne,Clark,,71.0,170.0,,Orthodox,27,21,1,
Logan,Clark,,74.0,185.0,,Orthodox,18,6,0,
Mychal,Clark,,75.0,224.0,,Orthodox,10,14,0,
Dominic,Clark,,70.0,155.0,,Unrecorded,10,7,0,
Heather,Clark,Hurricane,66.0,115.0,64.0,Orthodox,7,6,0,
Devin,Clark,Brown Bear,72.0,205.0,75.0,Orthodox,14,9,0,
Jessica-Rose,Clark,,65.0,135.0,64.0,Orthodox,11,9,0,
Shannon,Clark,MMA Barbie,65.0,125.0,64.0,Orthodox,5,1,0,
John,Clarke,,,170.0,,Unrecorded,1,1,0,
Mitch,Clarke,Danger Zone,70.0,155.0,73.0,Orthodox,11,5,0,
Rich,Clementi,No Love,69.0,155.0,72.0,Southpaw,45,23,1,
Chris,Clements,The Menace,70.0,170.0,70.0,Orthodox,12,6,0,
RJ,Clifford,,,160.0,,Unrecorded,4,3,0,
Mark,Climaco,,64.0,125.0,65.0,Southpaw,9,2,0,
Josh,Clopton,The Gentleman,66.0,145.0,,Orthodox,6,2,1,
Brian,Cobb,,71.0,155.0,,Orthodox,20,9,0,
Darryl,Cobb,,69.0,185.0,,Unrecorded,6,8,0,
Dave,Cochran,,66.0,155.0,,Unrecorded,26,29,1,
Dakota,Cochrane,,68.0,155.0,,Unrecorded,29,12,0,
Marloes,Coenen,,69.0,145.0,67.0,Unrecorded,23,8,0,
Marc,Cofer,,,185.0,,Unrecorded,7,5,0,
John,Cofer,The Potter,69.0,155.0,,Southpaw,8,4,0,
Chris,Coggins,,,,,Unrecorded,7,10,0,
Felipe,Colares,Cabocao,68.0,145.0,69.0,Orthodox,10,4,0,
Wayne,Cole,,73.0,205.0,,Orthodox,16,25,0,
Devin,Cole,,76.0,240.0,,Orthodox,20,10,1,
Coltin,Cole,,,185.0,,Unrecorded,4,5,0,
Ivan,Cole,JP,69.0,135.0,,Unrecorded,2,3,0,
Chandler,Cole,The Hammer,70.0,264.0,72.0,Orthodox,10,4,0,
Mark,Coleman,The Hammer,73.0,205.0,75.0,Orthodox,16,10,0,
Cortez,Coleman,Hollywood,73.0,185.0,,Unrecorded,13,8,0,
Clay,Collard,Cassius,71.0,145.0,73.0,Orthodox,14,7,0,
Jamie,Colleen,,63.0,115.0,65.0,Orthodox,4,1,0,
Jake,Collier,The Prototype,75.0,230.0,78.0,Orthodox,13,10,0,
Christian,Colombo,,77.0,265.0,,Orthodox,8,3,1,
Willian,Colorado,,70.0,135.0,72.0,Unrecorded,11,1,0,
Wes,Combs,The Soldier,74.0,205.0,,Orthodox,20,6,0,
Rose,Conceicao,,55.0,115.0,65.0,Orthodox,7,1,0,
Carlos,Condit,The Natural Born Killer,74.0,170.0,75.0,Orthodox,32,14,0,
Chris,Condo,,72.0,335.0,,Orthodox,0,1,0,
Tristan,Connelly,Boondock,70.0,145.0,68.0,Orthodox,14,8,0,
Marcos,Conrado Jr.,,74.0,220.0,,Orthodox,5,1,0,
Jeremiah,Constant,,73.0,240.0,,Orthodox,11,8,0,
Jonathan,Contrestano,JT,,155.0,,Unrecorded,6,0,0,
Bob,Cook,Crazy,69.0,170.0,,Orthodox,5,0,0,
Mike,Cook,,73.0,205.0,,Orthodox,13,13,0,
Chad,Cook,,74.0,205.0,,Unrecorded,10,12,0,
TJ,Cook,,,205.0,,Unrecorded,13,5,0,
Dewey,Cooper,The Black Cobra,,205.0,,Unrecorded,2,1,0,
Brett,Cooper,,72.0,170.0,,Orthodox,23,12,0,
Bill,Cooper,,,155.0,,Unrecorded,2,1,0,
Bobby,Cooper,Super Duper,73.0,155.0,,Unrecorded,12,7,0,
Amanda,Cooper,ABC,63.0,115.0,64.0,Switch,3,5,0,
Kit,Cope,Havoc,72.0,170.0,,Orthodox,6,7,0,
Chris,Cope,C-Murder,72.0,170.0,72.0,Orthodox,8,4,0,
Josh,Copeland,Cuddly Bear,73.0,265.0,,Orthodox,12,4,0,
Michael,Cora,Kookie Monster,73.0,170.0,77.0,Southpaw,4,1,0,
Akira,Corassani,,68.0,145.0,68.0,Orthodox,12,6,0,
Muhsin,Corbbrey,,70.0,155.0,,Orthodox,17,9,0,
Daniel,Cormier,DC,71.0,235.0,72.0,Orthodox,22,3,0,
Nora,Cornolle,,67.0,135.0,67.0,Orthodox,8,2,0,
Clint,Coronel,,,155.0,,Unrecorded,2,5,0,
Henry,Corrales,,69.0,145.0,,Unrecorded,13,3,0,
Bethe,Correia,Pitbull,65.0,135.0,64.0,Orthodox,11,6,1,
Wesley,Correira,Cabbage,75.0,260.0,,Orthodox,20,16,0,
Waldo,Cortes-Acosta,Salsa Boy,76.0,260.0,78.0,Orthodox,13,1,0,
Tracy,Cortez,,65.0,125.0,65.0,Orthodox,11,2,0,
Reyes,Cortez Jr.,,67.0,135.0,68.0,Orthodox,7,3,0,
